"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
320dca94-b9b1-4e8d-9588-3e023a2bfaf1,98b0934c-77a1-4f4f-9893-35c2ae5f049a,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Feedbug - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
346d355a-d7c5-478c-871d-f1fdce7c9593,ceec5452-51ec-48bb-9e7c-ff0b394e1d6c,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Dynabox - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
34a0a880-7fbd-4a3f-a823-c43a61dd059b,059ae66a-ad74-4874-b3a7-319fa8e908cb,43695.0,2024-01-20,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - SOW 2,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
34b8ca6b-25d3-4a86-80d8-48c4ad6d448a,641e8a6b-421a-49ac-9b2f-584ff0426f81,32395.00000002,2024-01-03,"#N/A","#N/A",Closed,false,"#N/A",Kanoodle - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
34e939bd-1f50-4f40-8c92-ff33371cb706,d845ff04-7523-4f84-b767-a2c0249e7eb8,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Fatz - New Business,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
34ff58d3-a605-41eb-9a83-4b2ad65b32b5,9d6f00a2-5127-49ef-8922-4a0fbb277c3b,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Dynava - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
365c9f87-52ce-49e8-8333-ace9977c63e8,987ec848-fc50-4d51-aa3d-cdcc022217b3,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Meeveo - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
36655330-410a-4cc9-88ad-321b6ee1bb57,b05b6bb4-566d-448e-bbbb-bb5509b2aaac,11250.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxspan - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3686bdca-1753-4e63-be7e-d25baf439be7,5f0ef802-658b-4ac4-b9ff-b2a220ba824c,34995.0,2023-11-15,"#N/A","#N/A",Pipeline,false,"#N/A",Uidoo - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
372b7a3d-0cc4-4ca2-bfcc-6b5742bfd6f1,fe9c3252-f59e-4b0c-a3db-4b5c62ff2bf6,108710.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Bluezoom - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
37efe3e9-ca49-45ac-9712-4cfce072dc96,e0df3925-5d29-4ced-bec2-8c1a9ba1d294,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Trunyx - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
385e7048-2495-4078-b50c-10a06c16f6fc,5100857c-1520-47c9-a576-a2bbd24b8f1c,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Rhycero - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
388e255b-7e28-4874-a34f-b44b1c941f2b,967c57fe-4db9-4fd0-b73b-776ac7e520d9,20000.0,2021-09-25,"#N/A",The deal is at 10% because they are at the sales process stage of evaluating just being converted from a lead.  No formal sales engagement has taken place yet.,Pipeline,false,Word of mouth,Acme - 200 Widgets,Need estimate,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,Existing Business,"#N/A","#N/A",false,"#N/A"
38dee380-923a-4638-8258-55b5482b5a78,210a7e16-1f76-4a98-bdd4-88fc7c26bd8b,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Yakidoo - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3943c947-617b-4862-9bdc-ed73246432a8,cf13d698-1117-4a21-b6e0-f65f7349be47,74395.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Aivee - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
39a5372e-ff5d-4a8c-9b16-4c85b67a6484,e7ff9e2d-8eaa-42a5-88a2-0e79e85a51fd,34995.0,2023-10-17,"#N/A","#N/A",Pipeline,false,"#N/A",Jetpulse - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
39cf163f-79d8-4f50-a893-9936a04fe130,354ac5a7-cc38-4061-9fb9-4f9910cc7349,18350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Yamia - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3b059c33-c026-429b-8e9d-88dc412bfc09,e3495959-4e93-4622-866a-e83e23362bb7,29995.0,2023-08-23,f88a1007-2229-4acc-a171-d42a97da3916,"#N/A",Closed,false,"#N/A",Avaveo - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3b358b8b-6dfa-4f25-a100-96c000441c73,5f0ef802-658b-4ac4-b9ff-b2a220ba824c,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Uidoo - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3baa20c6-738b-492f-8400-71b343edb460,0615d973-7662-470c-804f-9e8a845c344e,72395.0,2023-06-07,"#N/A","#N/A",Omitted,false,"#N/A",Wikizz - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
3bb998a6-738f-4b37-bcf9-37f771f01d8e,7d9e4ef2-c713-41bd-9662-8a3b2953702f,29995.0,2023-05-05,"#N/A","#N/A",Closed,false,"#N/A",Quinu - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3c279c47-524c-40d0-a1ad-f67c921fa7a4,a0fa5923-8383-4b45-a5c0-8512b7433db6,18350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Edgetag - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3c2fcc8f-577d-4db8-8a85-cb7d53e7af78,d3053ca7-894e-4b3d-b4ea-1974b5686046,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Zoomlounge - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3c6c84bc-cb22-4f2e-a694-1855932d1d00,fe9c3252-f59e-4b0c-a3db-4b5c62ff2bf6,31495.0,2023-11-25,"#N/A","#N/A",Pipeline,false,"#N/A",Bluezoom - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3d1bca66-9e16-4d4c-baaf-6eabba5baa80,9eae2f4e-7674-4079-97f6-43a58e08547e,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Fanoodle - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
3d2159aa-c93f-4274-9047-5fb6ca0fd579,4aacc34c-f7ad-42a6-90a9-4fe5a81e0fe0,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Babblestorm - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3d27fa0d-526a-4b23-b16a-f4ab0bdff368,1bbaf99a-e9dd-4b66-bd6b-52113742ccd4,11250.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3d475cf3-62c9-45ab-8240-584b1637fe6a,9fde7171-31cf-4c0e-848c-b95d7826f08b,32395.00000002,2024-01-03,"#N/A","#N/A",Closed,false,"#N/A",Mycat - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3dfe9d8c-38ad-4a91-bb44-d8725996e1a2,0d1f1f93-e711-4989-a240-613696297c9c,34995.0,2023-12-24,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
3e252a15-95f4-45cc-9861-e227562b55d8,cf13d698-1117-4a21-b6e0-f65f7349be47,72395.0,2022-02-06,"#N/A","#N/A",Closed,false,"#N/A",Aivee - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3e51a710-f709-4d59-87da-b3f1adc828e6,aa98a467-ff00-4cb4-b6b9-5096ace31687,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Thoughtmix - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3e7551b9-e8b4-4a5a-af57-e4a53a16f754,5863f433-6d34-4232-9382-6f9b7b12b645,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Skinte - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
3f3f46e2-9691-488f-9c61-157cff369111,609c5bd9-06ff-4e77-a688-597a43c6f493,11550.0,2023-11-19,"#N/A","#N/A",Pipeline,false,"#N/A",Podcat - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3f607811-6189-40da-a861-00faef087e78,7d7982a6-c395-48a7-a798-6695ca118534,11250.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Gigaclub - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3f70bf38-f6cb-4678-b842-a104523bbe14,8f9c068e-835d-424f-9d37-1388be4a7d0a,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Eadel - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
3fb547c6-7b7d-455c-a323-61237f3fce17,059ae66a-ad74-4874-b3a7-319fa8e908cb,18050.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3fcfb277-3947-48dc-9c27-1c68e1e49e36,aa98a467-ff00-4cb4-b6b9-5096ace31687,18350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Thoughtmix - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4025e84a-bde6-45f0-a22f-a1708bae0d9d,f53e8c51-9460-4579-a9d6-389aa6ea3b1d,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Yodel - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
4056d1fb-4f3e-47d4-b194-3250848f1e40,fe9c3252-f59e-4b0c-a3db-4b5c62ff2bf6,34350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Bluezoom - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
40eadce4-b4ac-41f4-b263-9e6a17479feb,f6bb1234-bde0-49b0-8233-211caae0bb0f,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Oloo - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
41499b14-d6fc-46b1-bfa4-957d08c8cbf6,f6bc67cb-92cd-4ed6-a978-34951c3af38b,29995.0,2023-08-23,"#N/A","#N/A",Closed,false,"#N/A",Kazu - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
415c21ea-13b4-4fa5-8a55-52e9c433239a,2642247a-1caf-4981-bfa4-f686c951e57c,18350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Topicshots - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
416ac960-fa0c-42d0-b371-a0a1b01676b5,7d9e4ef2-c713-41bd-9662-8a3b2953702f,18050.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Quinu - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
42311e40-e6c8-4081-880d-d9f35d810d63,474ca20b-3e43-4eab-a256-8be62bc2fb58,34995.0,2023-11-15,"#N/A","#N/A",Pipeline,false,"#N/A",Kamba - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
43247422-f1b0-4808-b34d-9cf4fd217d41,cf13d698-1117-4a21-b6e0-f65f7349be47,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Aivee - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
433f28e4-30e5-4a0e-828e-11c12e07fabc,76748e27-77d5-4192-a991-66bc6954cefd,75000.0,2024-02-24,"#N/A","#N/A",Pipeline,false,"#N/A",Kimia - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
435ae110-065b-478b-81e6-fca6e4677c6d,5941b6a5-5170-432e-9701-fa58e1eea3c8,29995.0,2023-03-21,3ad051dd-3310-4e70-8b3c-cd0ee9e29581,"#N/A",Closed,false,"#N/A",Zoomcast - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4362bf64-cc47-4a24-999d-3cad76ad6b42,f53e8c51-9460-4579-a9d6-389aa6ea3b1d,34350.0,2023-12-05,"#N/A","#N/A",Pipeline,false,"#N/A",Yodel - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4364137f-ca05-48b5-8cc8-28af9a48d4b9,7b95ea41-2644-477d-8f28-0155cf3cb67f,34995.0,2024-01-13,"#N/A","#N/A",Pipeline,false,"#N/A",Topdrive - Additional Sale,"#N/A","#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
4369c535-9f37-4296-8fc1-f2e9de795bfc,f6bc67cb-92cd-4ed6-a978-34951c3af38b,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Kazu - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
43c695bc-7bde-48d8-846e-a7bf06a74e9b,5100857c-1520-47c9-a576-a2bbd24b8f1c,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Rhycero - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
447ff717-f161-4425-ada2-3a4c73959ecf,825361f4-c105-4124-bb1a-ad1f5b517b40,32395.00000002,2024-01-03,"#N/A","#N/A",Closed,false,"#N/A",Zoombox - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
44b441a5-f9c5-42e6-8c96-7b4eae976ae3,a11cae1c-9354-4b45-aa15-d6cf715ad503,29995.0,2023-08-23,ad6724e0-3846-4cc2-8f71-f647e7b27c42,"#N/A",Closed,false,"#N/A",Buzzbean - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
45106720-c636-4dbf-a61e-881873f109b7,7d7982a6-c395-48a7-a798-6695ca118534,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Gigaclub - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
451ec38d-ad98-4f3f-8be3-1496809a60d7,7c5f00ab-853c-4b67-b451-06c22884cc76,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Edgeclub - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4536e6f1-9260-4dd7-83e2-68d63d23f9fe,eae27594-399b-4f0a-8625-73a120c40b36,18350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Fiveclub - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4584203f-afdd-4407-86e5-6ca62379becc,e0c26fe1-c405-47da-9f9f-063856f41152,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Voolith - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
45bf4941-5598-4791-a1c9-4845070b0112,24f50e58-4087-4f6d-9636-75c7ad837983,34995.0,2023-09-24,"#N/A","#N/A",Pipeline,false,"#N/A",Brightdog - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
462a9b30-848b-4a71-bf47-7f3a2087ef01,10e91ef8-aa9e-46d3-98c4-3dcd2daebaf3,18050.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Fliptune - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
465d4792-4119-436a-81ea-b235d7577f93,e5035626-d6ea-47fb-b481-e7d3b05fdda2,72395.0,2023-01-04,"#N/A","#N/A",Closed,false,"#N/A",Meembee -Complete Starter Package,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
46a04d29-481d-435e-9621-b2fa7bf26f4e,0d1f1f93-e711-4989-a240-613696297c9c,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
46c7a05f-8584-4270-9c7f-2f2b0f3bb6ce,f8a47c2c-fc3b-4c9e-9acb-3d22bef201df,72395.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Kwideo - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
47a278de-709a-4e8e-8699-35424f8bebbd,1bbaf99a-e9dd-4b66-bd6b-52113742ccd4,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4857378c-6886-49bb-a3d0-07639870fb7c,d7a5ed64-a1da-45cf-a423-423142069699,34350.0,2024-01-09,"#N/A","#N/A",Pipeline,false,"#N/A",Eazzy - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
49379cff-d06f-4fcb-8e8e-7775bf1f83ca,760dfdac-aa95-41c4-aed6-690025627eed,11550.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Realbridge - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4a7b030e-f77e-45ea-a9f7-6735dfcbcf02,bf059387-8284-445e-bd00-0767cc9f2115,34995.0,2023-09-18,"#N/A","#N/A",Pipeline,false,"#N/A",Buzzshare - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
4a89bfa2-e00b-447f-bf37-1f065133c9a0,1428ad1a-54ab-4a26-9fa9-3132d8c35782,72395.0,2022-07-08,"#N/A","#N/A",Closed,false,"#N/A",Flipbug - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4a922898-23c8-4239-9be7-8a63e82a2f82,9d6f00a2-5127-49ef-8922-4a0fbb277c3b,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Dynava - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
