"Guid","SBQQ__AdditionalDiscountAmount__c","SBQQ__AdditionalQuantity__c","SBQQ__AllowAssetRefund__c","SBQQ__BatchQuantity__c","SBQQ__BillingFrequency__c","SBQQ__BillingType__c","SBQQ__Bundle__c","SBQQ__BundledQuantity__c","SBQQ__Bundled__c","SBQQ__CarryoverLine__c","SBQQ__ChargeType__c","SBQQ__ComponentCost__c","SBQQ__ComponentDiscountedByPackage__c","SBQQ__ComponentListTotal__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__ComponentTotal__c","SBQQ__ComponentUpliftedByPackage__c","SBQQ__CompoundDiscountRate__c","SBQQ__ConfigurationRequired__c","SBQQ__CostEditable__c","SBQQ__CustomerPrice__c","SBQQ__DefaultSubscriptionTerm__c","SBQQ__Description__c","SBQQ__DiscountScheduleType__c","SBQQ__DiscountSchedule__c","SBQQ__DiscountTier__c","SBQQ__Discount__c","SBQQ__DistributorDiscount__c","SBQQ__DynamicOptionId__c","SBQQ__EarliestValidAmendmentStartDate__c","SBQQ__EndDate__c","SBQQ__Existing__c","SBQQ__Favorite__c","SBQQ__GenerateContractedPrice__c","SBQQ__GrossProfit__c","SBQQ__Group__c","SBQQ__Guidance__c","SBQQ__HasConsumptionSchedule__c","SBQQ__Hidden__c","SBQQ__Incomplete__c","SBQQ__ListPrice__c","SBQQ__MarkupAmount__c","SBQQ__MarkupRate__c","SBQQ__MaximumPrice__c","SBQQ__MinimumPrice__c","SBQQ__NetPrice__c","SBQQ__NonDiscountable__c","SBQQ__NonPartnerDiscountable__c","SBQQ__Number__c","SBQQ__OptionDiscountAmount__c","SBQQ__OptionDiscount__c","SBQQ__OptionLevel__c","SBQQ__OptionType__c","SBQQ__Optional__c","SBQQ__OriginalPrice__c","SBQQ__OriginalQuoteLineId__c","SBQQ__OriginalUnitCost__c","SBQQ__PackageProductCode__c","SBQQ__PackageProductDescription__c","SBQQ__PartnerDiscount__c","SBQQ__PartnerPrice__c","SBQQ__PreviousSegmentPrice__c","SBQQ__PreviousSegmentUplift__c","SBQQ__PriceEditable__c","SBQQ__PricebookEntryId__c","SBQQ__PricingMethodEditable__c","SBQQ__PricingMethod__c","SBQQ__PriorQuantity__c","SBQQ__ProductOption__c","SBQQ__ProductSubscriptionType__c","SBQQ__Product__c","SBQQ__ProrateMultiplier__c","SBQQ__ProratedListPrice__c","SBQQ__ProratedPrice__c","SBQQ__Quantity__c","SBQQ__Quote__c","SBQQ__RegularPrice__c","SBQQ__Renewal__c","SBQQ__RenewedSubscription__c","SBQQ__RequiredBy__c","SBQQ__SegmentIndex__c","SBQQ__SegmentKey__c","SBQQ__SegmentLabel__c","SBQQ__Source__c","SBQQ__SpecialPriceDescription__c","SBQQ__SpecialPriceType__c","SBQQ__SpecialPrice__c","SBQQ__StartDate__c","SBQQ__SubscribedAssetIds__c","SBQQ__SubscriptionBase__c","SBQQ__SubscriptionCategory__c","SBQQ__SubscriptionPercent__c","SBQQ__SubscriptionPricing__c","SBQQ__SubscriptionScope__c","SBQQ__SubscriptionTargetPrice__c","SBQQ__SubscriptionTerm__c","SBQQ__SubscriptionType__c","SBQQ__TaxCode__c","SBQQ__Taxable__c","SBQQ__TermDiscountSchedule__c","SBQQ__TermDiscountTier__c","SBQQ__TermDiscount__c","SBQQ__UnitCost__c","SBQQ__UnproratedNetPrice__c","SBQQ__UpgradedQuantity__c","SBQQ__UpgradedSubscription__c","SBQQ__UpliftAmount__c","SBQQ__Uplift__c","SBQQ__VolumeDiscount__c"
845c0d90-5050-4528-aa9c-77be6c37e926,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,14.24,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A",5.0,"#N/A",a2sHn000000Tr45IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.24,false,false,4.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.24,"#N/A","#N/A",false,01uHn00000gVWFOIA4,false,List,"#N/A",0307129e-208c-4c6c-8b0e-157858956818,One-time,c4a6d58a-d99c-4172-b4e6-7b63d074e09d,1.0,14.99,14.99,1.0,810c0898-f8e3-45bb-a772-f3950fbb4a41,14.99,false,"#N/A",a5c95c3b-0a8c-4a28-ada3-ad11fdcb6dd5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
84eade69-56f9-4982-afb3-47175b097598,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,14.24,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A",5.0,"#N/A",a2sHn000000Tr45IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.24,false,false,2.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.24,"#N/A","#N/A",false,01uHn00000gVWFRIA4,false,List,"#N/A",382a1c17-aa3d-4a90-8f97-98dbad01f611,Renewable,421090ef-c5b5-4513-9992-9163b8eeab71,1.0,14.99,14.99,1.0,810c0898-f8e3-45bb-a772-f3950fbb4a41,14.99,false,"#N/A",a5c95c3b-0a8c-4a28-ada3-ad11fdcb6dd5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
8c5181a5-cbe3-4f67-83e9-9837ebf5bf85,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,33.45,1.0,9 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr44IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",33.45,false,false,4.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",false,01uHn00000gVWEPIA4,false,List,"#N/A",d6417c5f-79f1-4bed-9e59-3ca097aa927e,Renewable,3b0a2fba-bf95-4cb3-a7a1-d11388cd1f43,1.0,33.45,33.45,1.0,6c23dbe1-ee98-4b52-a2f0-997b2120659d,33.45,false,"#N/A",a0c17a6f-e8df-41f2-b73d-ece4029f609c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
9278f105-ea48-42d7-8896-19dd2a3d4787,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr49IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,11.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01uHn00000gVWESIA4,false,List,"#N/A",7653e713-a212-401e-99ed-cf538ed49c2c,One-time,030ce69b-8160-4787-9a33-eb33404a5f16,1.0,3189.0,3189.0,1.0,aca9098f-944f-4851-a403-fa568e27e42b,3189.0,false,"#N/A",55e44445-eb8e-4555-bf83-6453e117a3c2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
9b04b8eb-4780-43e5-80d4-674ce927f3e4,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,39.35,"#N/A",9 Gallon Bag in Box Syrup- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr44IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,39.35,"#N/A","#N/A","#N/A","#N/A",39.35,false,false,6.0,"#N/A","#N/A",1.0,Component,false,39.35,"#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",false,01uHn00000gVWFIIA4,false,List,"#N/A",bc0cf01b-70cc-40bb-9766-5743b188506a,One-time,a25d4f49-e677-4319-b1db-362f7d97506e,1.0,39.35,39.35,1.0,5df553de-f7e0-498d-b4bd-d3c3ace43431,39.35,false,"#N/A",108c3cc5-9db2-4162-a8e8-3a8417628a25,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
a027639e-de95-40de-a4e9-09da2b6c8636,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,3439.35,"#N/A",3406.01,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01uHn00000gVWENIA4,false,List,"#N/A","#N/A",One-time,4bc7d87a-f96a-4589-9aed-12d6e3f6de26,1.0,0.0,0.0,1.0,aca9098f-944f-4851-a403-fa568e27e42b,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
a0c17a6f-e8df-41f2-b73d-ece4029f609c,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,3867.1400000000003,"#N/A",3862.12,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01uHn00000gVWENIA4,false,List,"#N/A","#N/A",One-time,4bc7d87a-f96a-4589-9aed-12d6e3f6de26,1.0,0.0,0.0,1.0,6c23dbe1-ee98-4b52-a2f0-997b2120659d,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
a1f3206b-11f6-4b4b-85a8-8d40123a18ca,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,39.35,"#N/A",6 Gallon Bag in Box Syrup- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr44IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,39.35,"#N/A","#N/A","#N/A","#N/A",39.35,false,false,4.0,"#N/A","#N/A",1.0,Component,false,39.35,"#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",false,01uHn00000gVWFGIA4,false,List,"#N/A",cb3e2e7a-b161-42be-8f3d-1933dc4255b3,One-time,d1d5f6bf-997a-4173-b6e2-37e5f4e75214,1.0,39.35,39.35,1.0,5df553de-f7e0-498d-b4bd-d3c3ace43431,39.35,false,"#N/A",108c3cc5-9db2-4162-a8e8-3a8417628a25,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
a405881f-62eb-41f7-8857-cd555e1b1198,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,359.99,"#N/A",Fully programmable coffee maker with an interactive touch-screen that allows for a customizable brewing experience.<br>Includes Direct Plumb Kit Accessory,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr48IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,359.99,"#N/A","#N/A","#N/A","#N/A",359.99,false,false,7.0,"#N/A","#N/A",1.0,Component,false,359.99,"#N/A","#N/A","#N/A","#N/A","#N/A",359.99,"#N/A","#N/A",false,01uHn00000gVWFEIA4,false,List,"#N/A",2442b507-d4e0-4bca-a694-d093d2547a4f,One-time,a9982688-2ad9-4d36-8017-68c21d2b0ab9,1.0,359.99,359.99,1.0,b6cbe7ef-0939-49c2-a6d7-aae26b543ba9,359.99,false,"#N/A",3040c314-ea84-4f84-9e81-4a926ec769ab,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",359.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
a4566da7-9def-48b2-8bf2-cdd2b05c8c56,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,248.49,"#N/A","Forces CO2 into water to create carbonation for sodas<br>No need to turn off CO2 or water to service; maintain electronics without depressurizing the tank<br>115V, 1/3 hp, 1725 RPM motor","#N/A","#N/A","#N/A",30.0,"#N/A",a2sHn000000Tr49IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,354.99,"#N/A","#N/A","#N/A","#N/A",248.49,false,false,5.0,"#N/A","#N/A",1.0,Component,false,354.99,"#N/A","#N/A","#N/A","#N/A","#N/A",248.49,"#N/A","#N/A",false,01uHn00000gVWFBIA4,false,List,"#N/A",8409f99c-c3b6-4596-85f4-9dd8b708de76,One-time,1d90699f-4387-433f-8bad-90195e1f4037,1.0,354.99,354.99,1.0,4070068b-db31-497f-929d-7658c0c5ae1b,354.99,false,"#N/A",f6f3d549-a1a7-4c65-898d-92ceab235f16,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
a5c95c3b-0a8c-4a28-ada3-ad11fdcb6dd5,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,598.92,"#N/A",595.92,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01uHn00000gVWFSIA4,false,List,"#N/A","#N/A",One-time,98083fed-d012-42f4-ae79-954530d2df6f,1.0,0.0,0.0,1.0,810c0898-f8e3-45bb-a772-f3950fbb4a41,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
a75872e0-75e3-46d5-8520-8b698667ccc2,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,283.99,"#N/A","Forces CO2 into water to create carbonation for sodas<br>No need to turn off CO2 or water to service; maintain electronics without depressurizing the tank<br>115V, 1/3 hp, 1725 RPM motor","#N/A","#N/A","#N/A",20.0,"#N/A",a2sHn000000Tr49IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,354.99,"#N/A","#N/A","#N/A","#N/A",283.99,false,false,9.0,"#N/A","#N/A",1.0,Component,false,354.99,"#N/A","#N/A","#N/A","#N/A","#N/A",283.99,"#N/A","#N/A",false,01uHn00000gVWFBIA4,false,List,"#N/A",8409f99c-c3b6-4596-85f4-9dd8b708de76,One-time,1d90699f-4387-433f-8bad-90195e1f4037,1.0,354.99,354.99,1.0,5df553de-f7e0-498d-b4bd-d3c3ace43431,354.99,false,"#N/A",108c3cc5-9db2-4162-a8e8-3a8417628a25,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
b8122f19-d440-4c7f-b47d-207bfea137cf,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr49IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,9.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01uHn00000gVWESIA4,false,List,"#N/A",7653e713-a212-401e-99ed-cf538ed49c2c,One-time,030ce69b-8160-4787-9a33-eb33404a5f16,1.0,3189.0,3189.0,1.0,6c23dbe1-ee98-4b52-a2f0-997b2120659d,3189.0,false,"#N/A",a0c17a6f-e8df-41f2-b73d-ece4029f609c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
bf04214d-2c78-4882-a892-f7d99ffdbb99,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,121.42,"#N/A",8 24-count Boxes of our best selling blends.- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr45IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,121.42,"#N/A","#N/A","#N/A","#N/A",121.42,false,false,2.0,"#N/A","#N/A",1.0,Component,false,121.42,"#N/A","#N/A","#N/A","#N/A","#N/A",121.42,"#N/A","#N/A",false,01uHn00000gVWFLIA4,false,List,"#N/A",6571242d-d2fd-483f-bd61-826a0a15d005,One-time,be072bf0-3bac-41f5-87dd-c37a07ff7bed,1.0,121.42,121.42,1.0,b6cbe7ef-0939-49c2-a6d7-aae26b543ba9,121.42,false,"#N/A",3040c314-ea84-4f84-9e81-4a926ec769ab,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",121.42,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
bf978207-33ca-4b56-8acf-b66a7e02a7f1,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr49IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,6.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01uHn00000gVWESIA4,false,List,"#N/A",7653e713-a212-401e-99ed-cf538ed49c2c,One-time,030ce69b-8160-4787-9a33-eb33404a5f16,1.0,3189.0,3189.0,1.0,aca9098f-944f-4851-a403-fa568e27e42b,3189.0,false,"#N/A",a027639e-de95-40de-a4e9-09da2b6c8636,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
c3e31c71-aa05-42ca-ad6f-572d1b839b0c,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr49IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,10.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01uHn00000gVWESIA4,false,List,"#N/A",7653e713-a212-401e-99ed-cf538ed49c2c,One-time,030ce69b-8160-4787-9a33-eb33404a5f16,1.0,3189.0,3189.0,1.0,5df553de-f7e0-498d-b4bd-d3c3ace43431,3189.0,false,"#N/A",108c3cc5-9db2-4162-a8e8-3a8417628a25,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
c914c1ee-8467-4b22-93b7-1988ea702f9c,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,39.35,"#N/A",12 Gallon Bag in Box Syrup- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr44IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,39.35,"#N/A","#N/A","#N/A","#N/A",39.35,false,false,2.0,"#N/A","#N/A",1.0,Component,false,39.35,"#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",false,01uHn00000gVWETIA4,false,List,"#N/A",97502d00-9efd-497b-b7f0-55824085ef46,One-time,68063cab-0162-422f-9d62-3b512adaf838,1.0,39.35,39.35,1.0,6c23dbe1-ee98-4b52-a2f0-997b2120659d,39.35,false,"#N/A",a0c17a6f-e8df-41f2-b73d-ece4029f609c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
d15357e1-54d4-4323-8c92-987b504198fc,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr49IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,6.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01uHn00000gVWESIA4,false,List,"#N/A",7653e713-a212-401e-99ed-cf538ed49c2c,One-time,030ce69b-8160-4787-9a33-eb33404a5f16,1.0,3189.0,3189.0,1.0,4070068b-db31-497f-929d-7658c0c5ae1b,3189.0,false,"#N/A",f6f3d549-a1a7-4c65-898d-92ceab235f16,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
d811a56e-54bb-429e-9854-f897526b9617,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,449.0,"#N/A",A high capacity coffee maker designed for continuous use with direct water line plumbing.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2sHn000000Tr48IAC,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,449.0,"#N/A","#N/A","#N/A","#N/A",449.0,false,false,7.0,"#N/A","#N/A",1.0,Component,false,449.0,"#N/A","#N/A","#N/A","#N/A","#N/A",449.0,"#N/A","#N/A",false,01uHn00000gVWFFIA4,false,List,"#N/A",04463731-75a0-4b4b-bc25-972112faea1c,One-time,8b1a7b31-58ea-47b7-8873-155f8e02ef9b,1.0,449.0,449.0,1.0,810c0898-f8e3-45bb-a772-f3950fbb4a41,449.0,false,"#N/A",a5c95c3b-0a8c-4a28-ada3-ad11fdcb6dd5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",449.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
